,movie,year,imdb,metascore,votes,duration (min),directors,genres,income
788,Morris from America,2016,6.2,75,4735,91,Chad Hartigan,"
Comedy, Drama, Romance            ",0.09
789,Quand on a 17 ans,2016,7.2,83,4717,116,André Téchiné,"
Drama, Romance            ",0.05
790,Detour,2016,6.2,46,4700,97,Christopher Smith,"
Action, Thriller            ",0.01
791,Audrie & Daisy,2016,7.2,73,4674,95,"
Bonni Cohen, 
Jon Shenk","
Documentary            ",0.01
792,A Quiet Passion,2016,6.5,77,4643,125,Terence Davies,"
Biography, Drama            ",1.86
793,Mal de pierres,2016,6.7,40,4626,120,Nicole Garcia,"
Drama, Romance            ",0.04
794,LBJ,2016,6.5,54,4555,98,Rob Reiner,"
Biography, Drama, History            ",2.47
795,Realive,2016,5.9,59,4414,112,Mateo Gil,"
Drama, Sci-Fi            ",0.01
796,Ali and Nino,2016,7.0,50,4263,100,Asif Kapadia,"
Drama, Romance, War            ",0.01
797,David Lynch: The Art Life,2016,7.2,75,4257,88,"
Rick Barnes, 
Olivia Neergaard-Holm, 
Jon Nguyen","
Documentary, Biography            ",0.17
798,Catfight,2016,5.8,66,4255,95,Onur Tukel,"
Comedy, Drama            ",0.01
799,Gimme Danger,2016,7.2,72,4177,108,Jim Jarmusch,"
Documentary, Music            ",0.44
800,Eshtebak,2016,7.5,78,4162,97,Mohamed Diab,"
Drama, Thriller, War            ",0.02
801,Holy Hell,2016,7.1,64,4102,100,Will Allen,"
Documentary            ",0.02
802,Rock Dog,2016,5.9,48,4100,90,Ash Brannon,"
Animation, Adventure, Comedy            ",9.4
803,Poesía Sin Fin,2016,7.6,78,4066,128,Alejandro Jodorowsky,"
Biography, Drama, Fantasy            ",0.03
804,(M)uchenik,2016,6.9,76,3976,118,Kirill Serebrennikov,"
Drama            ",0.01
805,In-cheon sang-ryuk jak-jeon,2016,6.2,50,3927,111,John H. Lee,"
Action, Drama, History            ",1.02
806,Miss Stevens,2016,6.6,65,3903,86,Julia Hart,"
Comedy, Drama            ",0.01
807,The Last Face,2016,4.8,16,3895,130,Sean Penn,"
Drama            ",0.01
808,Sacrifice,2016,5.3,23,3889,91,Peter A. Dowling,"
Crime, Horror, Mystery            ",0.01
809,Betting on Zero,2016,7.2,72,3886,99,Ted Braun,"
Documentary            ",0.01
810,Amateur Night,2016,5.0,38,3876,92,"
Lisa Addario, 
Joe Syracuse","
Comedy            ",0.01
811,Kicks,2016,6.4,69,3826,80,Justin Tipping,"
Adventure, Drama            ",0.15
812,One More Time with Feeling,2016,8.3,92,3793,113,Andrew Dominik,"
Documentary, Music            ",0.01
813,Vaxxed: From Cover-Up to Catastrophe,2016,5.2,24,3758,91,Andrew Wakefield,"
Documentary            ",0.16
814,Belgica,2016,6.7,63,3724,127,Felix van Groeningen,"
Drama            ",0.01
815,Hjartasteinn,2016,7.4,70,3653,129,Guðmundur Arnar Guðmundsson,"
Drama, Romance            ",0.01
816,Ma Loute,2016,6.0,66,3651,122,Bruno Dumont,"
Comedy            ",0.11
817,La región salvaje,2016,6.2,72,3638,98,Amat Escalante,"
Drama, Horror, Sci-Fi            ",0.03
818,Goldstone,2016,6.4,78,3607,110,Ivan Sen,"
Crime, Thriller            ",0.09
819,Sieranevada,2016,7.5,82,3605,173,Cristi Puiu,"
Comedy, Drama            ",0.01
820,Autumn Lights,2016,7.3,37,3579,98,Angad Aulakh,"
Drama, Mystery            ",0.2
821,Hymyilevä mies,2016,7.2,83,3557,92,Juho Kuosmanen,"
Biography, Drama, Romance            ",0.01
822,Tramps,2016,6.5,76,3553,82,Adam Leon,"
Comedy, Romance            ",0.01
823,Nocturama,2016,6.5,71,3551,130,Bertrand Bonello,"
Drama, Thriller            ",0.03
824,Voyage of Time: Life's Journey,2016,6.4,68,3540,90,Terrence Malick,"
Documentary, Drama            ",0.01
825,They're Watching,2016,5.6,39,3535,95,"
Jay Lender, 
Micah Wright","
Comedy, Horror, Thriller            ",0.01
826,Michael Moore in TrumpLand,2016,5.6,56,3534,73,Michael Moore,"
Documentary            ",0.15
827,Donald Trump's The Art of the Deal: The Movie,ovie,5.9,75,3496,50,Jeremy Konner,"
Comedy            ",0.01
828,Always Shine,2016,5.6,72,3484,85,Sophia Takal,"
Drama, Horror, Mystery            ",0.01
829,Mean Dreams,2016,6.3,64,3482,108,Nathan Morlando,"
Thriller            ",0.01
830,American Fable,2016,6.1,55,3475,96,Anne Hamilton,"
Thriller            ",0.01
831,Greater,2016,7.2,35,3469,130,David L. Hunt,"
Biography, Family, Sport            ",1.99
832,Dayu haitang,2016,7.1,72,3457,100,"
Xuan Liang, 
Chun Zhang","
Animation, Adventure, Drama            ",0.01
833,Abattoir,2016,4.4,40,3440,98,Darren Lynn Bousman,"
Horror, Mystery, Thriller            ",0.01
834,Kurîpî: Itsuwari no rinjin,2016,6.2,76,3401,130,Kiyoshi Kurosawa,"
Horror, Mystery, Thriller            ",0.01
835,Lost in the Sun,2016,6.0,34,3392,95,Trey Nelson,"
Action, Drama, Thriller            ",0.01
836,100 Streets,2016,5.7,44,3389,93,Jim O'Hanlon,"
Drama            ",0.01
837,Joshy,2016,5.8,62,3384,93,Jeff Baena,"
Comedy            ",0.01
838,Eloise,2016,4.6,15,3379,89,Robert Legato,"
Horror, Mystery, Thriller            ",0.01
839,Lovesong,2016,6.3,74,3363,84,So Yong Kim,"
Drama, Romance            ",0.01
840,The Devil and the Deep Blue Sea,2016,6.0,27,3359,106,Bill Purple,"
Drama            ",0.01
841,Score: A Film Music Documentary,2016,7.5,67,3322,93,Matt Schrader,"
Documentary, Music            ",0.1
842,For the Love of Spock,2016,7.6,74,3300,111,Adam Nimoy,"
Documentary, Biography            ",0.01
843,My Blind Brother,2016,6.0,60,3280,85,Sophie Goodhart,"
Comedy, Drama, Romance            ",0.01
844,Tie dao fei hu,2016,5.8,47,3266,124,Sheng Ding,"
Action, Comedy, War            ",0.22
845,In Dubious Battle,2016,6.1,43,3250,110,James Franco,"
Drama            ",0.01
846,Edge of Winter,2016,5.4,50,3209,89,Rob Connolly,"
Drama, Thriller            ",0.01
847,Tony Robbins: I Am Not Your Guru,2016,6.7,51,3155,115,Joe Berlinger,"
Documentary            ",0.01
848,Equity,2016,5.5,68,3154,100,Meera Menon,"
Drama            ",1.6
849,Priceless,2016,6.1,41,3144,97,Ben Smallbone,"
Crime, Drama, Romance            ",1.5
850,The Model,2016,5.8,58,3137,105,Mads Matthiesen,"
Drama            ",0.01
851,The Eagle Huntress,2016,7.5,72,3125,87,Otto Bell,"
Documentary, Adventure, Sport            ",3.17
852,The Perfect Match,2016,4.9,41,3103,96,Bille Woodruff,"
Comedy, Romance            ",9.66
853,Little Sister,2016,6.3,74,3095,91,Zach Clark,"
Comedy, Drama            ",0.01
854,Born in China,2016,7.2,57,3057,79,Chuan Lu,"
Documentary            ",13.83
855,One Piece Film: Gold,2016,7.3,43,3044,120,Hiroaki Miyamoto,"
Animation, Action, Adventure            ",0.01
856,Carnage Park,2016,4.9,48,3022,90,Mickey Keating,"
Action, Crime, Horror            ",0.01
857,Phantasm: Ravager,2016,5.0,48,3015,85,David Hartman,"
Action, Fantasy, Horror            ",0.01
858,The Transfiguration,2016,6.0,65,2962,97,Michael O'Shea,"
Drama, Horror            ",0.02
859,Bright Lights: Starring Carrie Fisher and Debbie Reynolds,ovie,8.0,78,2935,95,"
Alexis Bloom, 
Fisher Stevens","
Documentary            ",0.01
860,The Young Messiah,2016,5.6,33,2901,111,Cyrus Nowrasteh,"
Drama, Fantasy            ",6.46
861,The Pass,2016,6.5,66,2867,88,Ben A. Williams,"
Drama, Romance            ",0.01
862,Outlaws and Angels,2016,5.4,40,2865,120,JT Mollner,"
Action, Adventure, Drama            ",0.01
863,Tiszta szívvel,2016,7.1,65,2843,103,Attila Till,"
Action, Comedy, Drama            ",0.02
864,I'm Not Ashamed,2016,5.9,31,2840,112,Brian Baugh,"
Biography, Drama            ",2.08
865,Antibirth,2016,4.9,56,2789,94,Danny Perez,"
Horror            ",0.01
866,I Am Bolt,2016,7.1,64,2755,107,"
Benjamin Turner, 
Gabe Turner","
Documentary, Biography, Sport            ",0.01
867,Shelley,2016,5.2,62,2747,92,Ali Abbasi,"
Drama, Horror            ",0.01
868,A Billion Lives,2016,8.8,35,2721,95,Aaron Biebert,"
Documentary, History, News            ",0.01
869,The Curse of Sleeping Beauty,2016,4.3,27,2666,89,Pearry Reginald Teo,"
Fantasy, Horror, Mystery            ",0.01
870,Logan,2017,8.1,77,571179,137,James Mangold,"
Action, Drama, Sci-Fi            ",226.28
871,Thor: Ragnarok,2017,7.9,74,499486,130,Taika Waititi,"
Action, Adventure, Comedy            ",315.06
872,Guardians of the Galaxy Vol. 2,2017,7.6,67,496105,136,James Gunn,"
Action, Adventure, Comedy            ",389.81
873,Wonder Woman,2017,7.4,76,495236,141,Patty Jenkins,"
Action, Adventure, Fantasy            ",412.56
874,Dunkirk,2017,7.9,94,475402,106,Christopher Nolan,"
Action, Drama, History            ",188.37
875,Star Wars: Episode VIII - The Last Jedi,2017,7.1,85,469911,152,Rian Johnson,"
Action, Adventure, Fantasy            ",620.18
876,Spider-Man: Homecoming,2017,7.5,73,444518,133,Jon Watts,"
Action, Adventure, Sci-Fi            ",334.2
877,Get Out,2017,7.7,84,413199,104,Jordan Peele,"
Horror, Mystery, Thriller            ",176.04
878,Blade Runner 2049,2017,8.0,81,384870,164,Denis Villeneuve,"
Action, Drama, Mystery            ",92.05
879,Baby Driver,2017,7.6,86,375124,113,Edgar Wright,"
Action, Crime, Drama            ",107.83
880,It,2017,7.4,69,371965,135,Andy Muschietti,"
Horror            ",327.48
881,"Three Billboards Outside Ebbing, Missouri",2017,8.2,88,353278,115,Martin McDonagh,"
Crime, Drama            ",54.51
882,Justice League,2017,6.4,45,335026,120,Zack Snyder,"
Action, Adventure, Fantasy            ",229.02
883,The Shape of Water,2017,7.3,87,315359,123,Guillermo del Toro,"
Adventure, Drama, Fantasy            ",63.86
884,John Wick: Chapter 2,2017,7.5,75,304454,122,Chad Stahelski,"
Action, Crime, Thriller            ",92.03
885,Coco,2017,8.4,81,288446,105,"
Lee Unkrich, 
Adrian Molina","
Animation, Adventure, Comedy            ",209.73
886,Jumanji: Welcome to the Jungle,2017,7.0,58,249473,119,Jake Kasdan,"
Action, Adventure, Comedy            ",404.52
887,Beauty and the Beast,2017,7.2,65,242694,129,Bill Condon,"
Family, Fantasy, Musical            ",504.01
888,Kong: Skull Island,2017,6.6,62,242463,118,Jordan Vogt-Roberts,"
Action, Adventure, Fantasy            ",168.05
889,Kingsman: The Golden Circle,2017,6.8,44,235678,141,Matthew Vaughn,"
Action, Adventure, Comedy            ",100.23
890,Pirates of the Caribbean: Dead Men Tell No Tales,2017,6.6,39,232452,129,"
Joachim Rønning, 
Espen Sandberg","
Action, Adventure, Fantasy            ",172.56
891,Alien: Covenant,2017,6.4,65,230377,122,Ridley Scott,"
Horror, Sci-Fi, Thriller            ",74.26
892,War for the Planet of the Apes,2017,7.4,82,205149,140,Matt Reeves,"
Action, Adventure, Drama            ",146.88
893,The Greatest Showman,2017,7.6,48,203716,105,Michael Gracey,"
Biography, Drama, Musical            ",174.34
894,Life,2017,6.6,54,185531,104,Daniel Espinosa,"
Horror, Sci-Fi, Thriller            ",30.23
895,The Fate of the Furious,2017,6.7,56,183610,136,F. Gary Gray,"
Action, Adventure, Thriller            ",226.01
896,Lady Bird,2017,7.4,94,182355,94,Greta Gerwig,"
Comedy, Drama            ",48.96
897,Murder on the Orient Express,2017,6.5,52,181589,114,Kenneth Branagh,"
Crime, Drama, Mystery            ",102.83
898,Ghost in the Shell,2017,6.4,52,179276,107,Rupert Sanders,"
Action, Drama, Sci-Fi            ",40.53
899,Wind River,2017,7.7,73,172803,107,Taylor Sheridan,"
Crime, Drama, Mystery            ",33.8
900,King Arthur: Legend of the Sword,2017,6.8,41,171453,126,Guy Ritchie,"
Action, Adventure, Drama            ",39.18
901,The Hitman's Bodyguard,2017,6.9,47,164482,118,Patrick Hughes,"
Action, Comedy, Thriller            ",75.47
902,Mother!,2017,6.6,75,160686,121,Darren Aronofsky,"
Drama, Horror, Mystery            ",17.8
903,Call Me by Your Name,2017,7.9,93,158537,132,Luca Guadagnino,"
Drama, Romance            ",18.1
904,The Mummy,2017,5.5,34,157078,110,Alex Kurtzman,"
Action, Adventure, Fantasy            ",80.1
905,Atomic Blonde,2017,6.7,63,153620,115,David Leitch,"
Action, Mystery, Thriller            ",51.57
906,Bright,2017,6.4,29,150209,117,David Ayer,"
Action, Crime, Fantasy            ",0.01
907,"I, Tonya",2017,7.5,77,145840,120,Craig Gillespie,"
Biography, Comedy, Drama            ",30.01
908,Valerian and the City of a Thousand Planets,2017,6.5,51,142758,137,Luc Besson,"
Action, Adventure, Fantasy            ",41.19
909,Baywatch,2017,5.5,37,140870,116,Seth Gordon,"
Action, Comedy, Crime            ",58.06
910,Darkest Hour,2017,7.4,75,139414,125,Joe Wright,"
Biography, Drama, History            ",56.44
911,American Made,2017,7.2,65,134909,115,Doug Liman,"
Action, Biography, Comedy            ",51.34
912,Transformers: The Last Knight,2017,5.2,27,121176,154,Michael Bay,"
Action, Adventure, Sci-Fi            ",130.17
913,The Lego Batman Movie,2017,7.3,75,118406,104,Chris McKay,"
Animation, Action, Comedy            ",175.75
914,Wonder,2017,8.0,66,114309,113,Stephen Chbosky,"
Drama, Family            ",132.42
915,The Disaster Artist,2017,7.4,76,114242,104,James Franco,"
Biography, Comedy, Drama            ",21.12
916,The Dark Tower,2017,5.6,34,111912,95,Nikolaj Arcel,"
Action, Adventure, Fantasy            ",50.7
917,The Post,2017,7.2,83,110342,116,Steven Spielberg,"
Biography, Drama, History            ",81.9
918,Logan Lucky,2017,7.0,78,108219,118,Steven Soderbergh,"
Comedy, Crime, Drama            ",27.78
919,Molly's Game,2017,7.5,71,107801,140,Aaron Sorkin,"
Biography, Crime, Drama            ",28.78
920,The Big Sick,2017,7.6,86,105966,120,Michael Showalter,"
Comedy, Drama, Romance            ",42.87
921,T2 Trainspotting,2017,7.2,67,98748,117,Danny Boyle,"
Drama            ",2.4
922,The Boss Baby,2017,6.3,50,95381,97,Tom McGrath,"
Animation, Adventure, Comedy            ",175.0
923,Despicable Me 3,2017,6.3,49,95337,89,"
Kyle Balda, 
Pierre Coffin, 
Eric Guillon","
Animation, Adventure, Comedy            ",264.62
924,Annabelle: Creation,2017,6.5,62,94855,109,David F. Sandberg,"
Horror, Mystery, Thriller            ",102.09
925,Power Rangers,2017,6.0,44,93967,124,Dean Israelite,"
Action, Adventure, Sci-Fi            ",85.36
926,The Killing of a Sacred Deer,2017,7.0,73,93084,121,Yorgos Lanthimos,"
Drama, Mystery, Thriller            ",2.29
927,Happy Death Day,2017,6.5,58,91398,96,Christopher Landon,"
Horror, Mystery, Thriller            ",55.68
928,Phantom Thread,2017,7.5,90,87939,130,Paul Thomas Anderson,"
Drama, Romance            ",21.02
929,What Happened to Monday,2017,6.9,47,87039,123,Tommy Wirkola,"
Action, Crime, Drama            ",0.01
930,Gifted,2017,7.6,60,84703,101,Marc Webb,"
Drama            ",24.8
931,The Foreigner,2017,7.0,55,83297,113,Martin Campbell,"
Action, Thriller            ",34.39
932,Fifty Shades Darker,2017,4.6,33,82840,118,James Foley,"
Drama, Romance            ",114.38
933,Geostorm,2017,5.3,21,79886,109,Dean Devlin,"
Action, Sci-Fi, Thriller            ",33.7
934,xXx: Return of Xander Cage,2017,5.2,42,78917,107,D.J. Caruso,"
Action, Adventure, Thriller            ",44.9
935,Downsizing,2017,5.7,63,78286,135,Alexander Payne,"
Drama, Sci-Fi            ",24.45
936,You Were Never Really Here,2017,6.8,84,74036,89,Lynne Ramsay,"
Crime, Drama, Mystery            ",2.52
937,The Florida Project,2017,7.6,92,73926,111,Sean Baker,"
Drama            ",5.9
938,The Circle,2017,5.3,43,73853,110,James Ponsoldt,"
Drama, Sci-Fi, Thriller            ",20.48
939,Okja,2017,7.3,75,73677,120,Joon-ho Bong,"
Action, Adventure, Drama            ",0.01
940,It Comes at Night,2017,6.2,78,70431,91,Trey Edward Shults,"
Horror, Mystery            ",13.99
941,Gerald's Game,2017,6.6,77,68259,103,Mike Flanagan,"
Drama, Horror, Thriller            ",0.01
942,Death Note,2017,4.5,43,67815,101,Adam Wingard,"
Adventure, Crime, Drama            ",0.01
943,Going in Style,2017,6.6,50,67514,96,Zach Braff,"
Comedy, Crime            ",45.0
944,The Death of Stalin,2017,7.2,88,65085,107,Armando Iannucci,"
Comedy, Drama, History            ",8.04
945,All the Money in the World,2017,6.8,72,61683,132,Ridley Scott,"
Biography, Crime, Drama            ",25.11
946,Cars 3,2017,6.8,59,61560,102,Brian Fee,"
Animation, Adventure, Comedy            ",152.9
947,Shot Caller,2017,7.3,59,60202,121,Ric Roman Waugh,"
Crime, Drama, Thriller            ",0.01
948,American Assassin,2017,6.2,45,58957,112,Michael Cuesta,"
Action, Thriller            ",36.25
949,Jigsaw,2017,5.8,39,58457,92,"
Michael Spierig, 
Peter Spierig","
Horror, Mystery, Thriller            ",38.05
950,The Mountain Between Us,2017,6.4,48,58023,112,Hany Abu-Assad,"
Action, Adventure, Drama            ",30.35
951,The Ritual,2017,6.3,57,57789,94,David Bruckner,"
Horror, Mystery, Thriller            ",0.01
952,A Dog's Purpose,2017,7.1,43,55589,100,Lasse Hallström,"
Adventure, Comedy, Drama            ",64.51
953,Hostiles,2017,7.2,65,55172,134,Scott Cooper,"
Adventure, Drama, Western            ",29.82
954,Good Time,2017,7.3,80,54217,101,"
Benny Safdie, 
Josh Safdie","
Crime, Drama, Thriller            ",2.03
955,Daddy's Home Two,2017,6.0,30,50261,100,Sean Anders,"
Comedy            ",104.03
956,The Snowman,2017,5.1,23,49183,119,Tomas Alfredson,"
Crime, Drama, Mystery            ",6.67
957,The Emoji Movie,2017,3.2,12,49095,86,Tony Leondis,"
Animation, Adventure, Comedy            ",86.09
958,Paddington 2,2017,7.8,88,47807,103,Paul King,"
Adventure, Comedy, Family            ",40.44
959,A Ghost Story,2017,6.8,84,47444,92,David Lowery,"
Drama, Fantasy, Romance            ",1.6
960,Brawl in Cell Block 99,2017,7.1,79,47159,132,S. Craig Zahler,"
Action, Crime, Drama            ",0.01
961,Only the Brave,2017,7.7,72,46786,134,Joseph Kosinski,"
Action, Biography, Drama            ",18.34
962,Pitch Perfect 3,2017,5.8,40,46279,93,Trish Sie,"
Comedy, Music            ",104.9
963,The Square,2017,7.2,73,45118,151,Ruben Östlund,"
Comedy, Drama            ",1.5
964,Battle of the Sexes,2017,6.7,73,44083,121,"
Jonathan Dayton, 
Valerie Faris","
Biography, Comedy, Drama            ",12.64
965,The Beguiled,2017,6.3,77,43967,93,Sofia Coppola,"
Drama, Thriller            ",10.58
966,The Space Between Us,2017,6.4,33,42179,120,Peter Chelsom,"
Adventure, Drama, Romance            ",7.83
967,Detroit,2017,7.3,77,41233,143,Kathryn Bigelow,"
Crime, Drama, History            ",16.79
968,Ferdinand,2017,6.7,58,41212,108,Carlos Saldanha,"
Animation, Adventure, Comedy            ",84.41
969,Loving Vincent,2017,7.8,62,41063,94,"
Dorota Kobiela, 
Hugh Welchman","
Animation, Biography, Crime            ",6.74
970,Rough Night,2017,5.2,51,40637,101,Lucia Aniello,"
Comedy, Crime, Thriller            ",22.06
971,47 Meters Down,2017,5.6,52,40202,89,Johannes Roberts,"
Adventure, Drama, Horror            ",44.31
972,Before I Fall,2017,6.4,58,39994,98,Ry Russo-Young,"
Drama, Fantasy, Mystery            ",12.23
973,I Don't Feel at Home in This World Anymore.,2017,6.9,75,39144,93,Macon Blair,"
Comedy, Crime, Drama            ",0.01
974,1922,2017,6.3,70,38537,102,Zak Hilditch,"
Crime, Drama, Horror            ",0.01
975,CHIPS,2017,6.0,28,37838,100,Dax Shepard,"
Action, Comedy, Crime            ",18.59
976,Jungle,2017,6.7,48,36700,115,Greg McLean,"
Action, Adventure, Biography            ",0.01
977,Fist Fight,2017,5.6,37,35663,91,Richie Keen,"
Comedy            ",32.19
978,War Machine,2017,6.0,56,35411,122,David Michôd,"
Comedy, Drama, War            ",0.01
979,Papillon,2017,7.1,51,35333,133,Michael Noer,"
Adventure, Biography, Crime            ",2.34
980,First Reformed,2017,7.1,85,35300,113,Paul Schrader,"
Drama, Mystery, Thriller            ",3.45
981,Rings,2017,4.5,25,34650,102,F. Javier Gutiérrez,"
Drama, Horror, Mystery            ",27.78
982,The House,2017,5.6,30,34580,88,Andrew Jay Cohen,"
Comedy, Crime            ",25.48
983,Flatliners,2017,5.2,27,34570,109,Niels Arden Oplev,"
Drama, Horror, Mystery            ",16.87
984,Mudbound,2017,7.4,85,34508,134,Dee Rees,"
Drama, War            ",0.01
985,Stronger,2017,7.0,76,34372,119,David Gordon Green,"
Biography, Drama            ",4.21
986,A Bad Moms Christmas,2017,5.5,42,33826,104,"
Jon Lucas, 
Scott Moore","
Comedy            ",72.11
987,To the Bone,2017,6.8,64,33625,107,Marti Noxon,"
Drama            ",0.01
988,The Zookeeper's Wife,2017,7.0,57,32658,127,Niki Caro,"
Biography, Drama, History            ",17.45
989,Suburbicon,2017,5.6,42,32119,105,George Clooney,"
Comedy, Crime, Drama            ",5.78
990,The Meyerowitz Stories (New and Selected),2017,6.9,79,30696,112,Noah Baumbach,"
Comedy, Drama            ",0.01
991,Snatched,2017,4.5,45,30509,90,Jonathan Levine,"
Action, Adventure, Comedy            ",45.83
992,Girls Trip,2017,6.2,71,30045,122,Malcolm D. Lee,"
Adventure, Comedy, Drama            ",115.11
993,Icarus,2017,7.9,68,29909,120,Bryan Fogel,"
Documentary, Sport, Thriller            ",0.01
994,The Upside,2017,6.8,46,29891,126,Neil Burger,"
Comedy, Drama            ",108.25
995,Kidnap,2017,5.9,44,29473,95,Luis Prieto,"
Crime, Drama, Thriller            ",30.72
996,Cargo,2017,6.3,65,28331,105,"
Ben Howling, 
Yolanda Ramke","
Drama, Horror, Sci-Fi            ",0.01
997,Revenge,2017,6.3,81,28017,108,Coralie Fargeat,"
Action, Horror, Thriller            ",0.1
998,Ingrid Goes West,2017,6.6,71,27830,98,Matt Spicer,"
Comedy, Drama            ",3.02
999,"Everything, Everything",2017,6.4,52,27768,96,Stella Meghie,"
Drama, Romance            ",34.0
1000,The Wife,2017,7.2,77,26888,99,Björn Runge,"
Drama            ",9.6
1001,The Shack,2017,6.3,32,26512,132,Stuart Hazeldine,"
Drama, Fantasy            ",57.33
1002,Sleepless,2017,5.6,34,26250,95,Baran bo Odar,"
Action, Crime, Thriller            ",20.76
1003,Thoroughbreds,2017,6.7,75,26200,92,Cory Finley,"
Comedy, Crime, Drama            ",2.83
1004,Victoria & Abdul,2017,6.8,58,25980,111,Stephen Frears,"
Biography, Drama, History            ",22.25
1005,The Discovery,2017,6.3,54,25003,102,Charlie McDowell,"
Drama, Romance, Sci-Fi            ",0.01
1006,Ghost Stories,2017,6.4,68,24487,98,"
Jeremy Dyson, 
Andy Nyman","
Drama, Horror            ",0.14
1007,Unlocked,2017,6.2,46,24367,98,Michael Apted,"
Action, Drama, Mystery            ",0.01
1008,The Glass Castle,2017,7.1,56,24309,127,Destin Daniel Cretton,"
Biography, Drama            ",17.27
1009,"Roman J. Israel, Esq.",2017,6.4,58,24204,122,Dan Gilroy,"
Crime, Drama, Thriller            ",11.96
1010,I Kill Giants,2017,6.2,74,24140,106,Anders Walter,"
Drama, Fantasy, Thriller            ",0.01
1011,Nelyubov,2017,7.7,86,24083,127,Andrey Zvyagintsev,"
Drama            ",0.57
1012,Home Again,2017,5.8,41,23375,97,Hallie Meyers-Shyer,"
Comedy, Drama, Romance            ",27.02
1013,Table 19,2017,5.8,40,23291,87,Jeffrey Blitz,"
Comedy, Drama, Romance            ",3.61
1014,The Endless,2017,6.5,80,22871,111,"
Justin Benson, 
Aaron Moorhead","
Fantasy, Horror, Sci-Fi            ",0.27
1015,The Ottoman Lieutenant,2017,6.6,26,22858,106,Joseph Ruben,"
Drama, War            ",0.01
1016,Aus dem Nichts,2017,7.1,65,22853,106,Fatih Akin,"
Crime, Drama, Thriller            ",0.32
1017,Captain Underpants: The First Epic Movie,2017,6.2,69,22382,89,David Soren,"
Animation, Action, Comedy            ",73.92
1018,Borg McEnroe,2017,7.0,63,21706,107,Janus Metz,"
Biography, Drama, Sport            ",14.11
1019,Thelma,2017,7.0,74,21426,116,Joachim Trier,"
Drama, Fantasy, Horror            ",0.15
1020,Goodbye Christopher Robin,2017,7.1,54,20887,107,Simon Curtis,"
Biography, Drama            ",1.74
1021,The Wall,2017,6.2,57,20723,88,Doug Liman,"
Action, Drama, Thriller            ",1.8
1022,Wonder Wheel,2017,6.2,45,20332,101,Woody Allen,"
Drama            ",1.4
1023,The Book of Henry,2017,6.6,31,20299,105,Colin Trevorrow,"
Crime, Drama, Thriller            ",4.22
1024,The Lego Ninjago Movie,2017,6.0,55,19519,101,"
Charlie Bean, 
Paul Fisher, 
Bob Logan","
Animation, Action, Adventure            ",59.28
1025,"Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",2017,7.7,77,19504,94,Chris Smith,"
Documentary            ",0.01
1026,Teströl és lélekröl,2017,7.6,77,19411,116,Ildikó Enyedi,"
Drama, Fantasy, Mystery            ",0.01
1027,Disobedience,2017,6.6,74,19375,114,Sebastián Lelio,"
Drama, Romance            ",3.48
1028,Last Flag Flying,2017,6.9,65,19366,125,Richard Linklater,"
Comedy, Drama, War            ",0.97
1029,Megan Leavey,2017,7.1,66,19309,116,Gabriela Cowperthwaite,"
Biography, Drama, War            ",13.41
1030,Berlin Syndrome,2017,6.3,70,19007,116,Cate Shortland,"
Drama, Horror, Mystery            ",0.03
1031,All Eyez on Me,2017,5.8,38,18875,139,Benny Boom,"
Biography, Drama, Music            ",44.92
1032,Una Mujer Fantástica,2017,7.2,86,18668,104,Sebastián Lelio,"
Drama            ",2.02
1033,God's Own Country,2017,7.7,85,18589,104,Francis Lee,"
Drama, Romance            ",0.34
1034,Professor Marston and the Wonder Women,2017,7.1,68,18466,108,Angela Robinson,"
Biography, Drama            ",1.58
1035,Aftermath,2017,5.7,44,18375,94,Elliott Lester,"
Drama, Thriller            ",0.01
1036,The Bye Bye Man,2017,4.3,37,18163,96,Stacy Title,"
Drama, Fantasy, Horror            ",22.38
1037,Cult of Chucky,2017,5.2,69,17740,91,Don Mancini,"
Comedy, Fantasy, Horror            ",0.01
1038,Hagane no renkinjutsushi,2017,5.5,48,17535,135,Fumihiko Sori,"
Action, Adventure, Fantasy            ",0.01
1039,Marrowbone,2017,6.6,63,17344,110,Sergio G. Sánchez,"
Drama, Horror, Thriller            ",0.01
1040,iBoy,2017,6.0,50,17242,90,Adam Randall,"
Action, Crime, Sci-Fi            ",0.01
1041,Leatherface,2017,5.0,40,16780,90,"
Alexandre Bustillo, 
Julien Maury","
Crime, Horror, Thriller            ",0.01
1042,Mom and Dad,2017,5.5,59,16452,86,Brian Taylor,"
Comedy, Horror, Thriller            ",0.01
1043,The Little Hours,2017,5.8,69,15979,90,Jeff Baena,"
Comedy, Romance            ",1.65
1044,Smurfs: The Lost Village,2017,6.0,40,15930,90,Kelly Asbury,"
Animation, Adventure, Comedy            ",45.02
1045,Song to Song,2017,5.7,54,15846,129,Terrence Malick,"
Drama, Music, Romance            ",0.44
1046,My Cousin Rachel,2017,6.0,63,15752,106,Roger Michell,"
Drama, Mystery, Romance            ",2.68
1047,A Prayer Before Dawn,2017,6.9,76,15647,116,Jean-Stéphane Sauvaire,"
Biography, Crime, Drama            ",0.01
1048,Breathe,2017,7.1,51,15603,118,Andy Serkis,"
Biography, Drama, Romance            ",0.49
